CBG,x,y,color,TOWN,COUNTY,Bos_Neighborhood
250251403001,11.048561,2.6683471,#662506,Boston,Suffolk,Hyde Park
250251204004,10.123936,1.1536832,#662506,Boston,Suffolk,Jamaica Plain
250173546001,3.988799,-2.189491,#fdb462,Cambridge,Middlesex,
250173154032,-1.9205812,1.0210267,#fdb462,,,
250092051004,-4.842715,-2.6039321,#386cb0,Lynn,Essex,
250173341002,-2.4024456,-0.6942626,#fdb462,Woburn,Middlesex,
250173691001,5.265152,0.17053199,#fdb462,Watertown,Middlesex,
250092059003,-4.32683,-2.898455,#386cb0,Lynn,Essex,
250214421014,8.200817,5.610309,#7fc97f,Franklin,Norfolk,
250173372022,-2.3292103,-0.97656715,#fdb462,Woburn,Middlesex,
250092526012,-6.5382996,9.330844,#386cb0,Methuen,Essex,
250173352004,-2.9572852,-1.2117777,#fdb462,,,
250173393003,1.4574702,-2.9458559,#fdb462,Medford,Middlesex,
250092213001,-7.7808323,0.034810413,#386cb0,Gloucester,Essex,
250214001003,9.247095,-0.47989106,#7fc97f,,,
250173688004,5.1723843,0.38391972,#fdb462,Waltham,Middlesex,
250251605022,-1.3573604,-6.0372753,#662506,Chelsea,Suffolk,East Boston
330170802032,-4.0562468,12.034235,#fb9a99,,,
250214005003,8.868827,-0.18731524,#7fc97f,,,
250173742002,6.896869,1.2090793,#fdb462,Newton,Middlesex,
250173522001,3.641,-3.5502915,#fdb462,Cambridge,Middlesex,
250173563001,0.7366262,-0.91773224,#fdb462,Somerville,Middlesex,
250092701001,-6.8318186,0.13461907,#386cb0,,,
250092057003,-4.1203585,-2.8349867,#386cb0,Lynn,Essex,
250173826023,5.381697,3.7141645,#fdb462,Framingham,Middlesex,
250235062042,12.451307,9.62958,#ef3b2c,,,
250173593004,-0.25356826,0.563925,#fdb462,,,
250235114001,15.406989,8.298211,#ef3b2c,Brockton,Plymouth,
250214143002,14.156573,6.413066,#7fc97f,,,
250250203031,11.980189,-1.8251685,#662506,Boston,Suffolk,West End
250173125021,-1.7664404,2.1148696,#fdb462,Lowell,Middlesex,
250251106073,10.057585,2.241599,#662506,Boston,Suffolk,Roslindale
250235081012,12.670597,9.356484,#ef3b2c,,,
250250006022,8.038715,-0.8791819,#662506,Boston,Suffolk,Allston
250250817002,11.853698,0.7267084,#662506,Boston,Suffolk,Roxbury
250173735003,6.6598425,1.0005172,#fdb462,Newton,Middlesex,
250214422022,8.309505,5.5984635,#7fc97f,Franklin,Norfolk,
250214006003,8.842298,-0.14404377,#7fc97f,,,
250173251004,0.6192592,3.5206685,#fdb462,,,
250214151025,14.557633,6.707493,#7fc97f,,,
250173141021,-1.7776865,3.1161606,#fdb462,,,
250251403006,11.300404,2.4770706,#662506,Boston,Suffolk,Hyde Park
250173396001,1.775503,-3.3328621,#fdb462,Medford,Middlesex,
250173333003,-1.2766368,-0.52062213,#fdb462,Woburn,Middlesex,
250214431023,7.9830055,5.5603094,#7fc97f,,,
250173381002,-1.0985079,-0.6749216,#fdb462,,,
250235031021,12.632689,9.104769,#ef3b2c,,,
250092033021,-6.353738,-3.03341,#386cb0,,,
250173426003,-1.0448091,-5.147532,#fdb462,Everett,Middlesex,
250092518003,-7.3206334,8.776557,#386cb0,Lawrence,Essex,
250173152001,-1.6704794,1.8516337,#fdb462,,,
250173173021,-0.51204777,2.8990276,#fdb462,,,
250173131024,-1.7740473,3.0568984,#fdb462,Lowell,Middlesex,
250173331002,-1.0919305,-0.32456365,#fdb462,Woburn,Middlesex,
250251009003,11.8859005,2.764452,#662506,Boston,Suffolk,Mattapan
250251802001,-2.60518,-6.0524387,#662506,Boston,Suffolk,East Boston
250173561001,0.86289036,-1.0535332,#fdb462,,,
250173364023,-2.3468983,-2.1055973,#fdb462,Melrose,Middlesex,
250092021025,-5.5364423,-2.7842705,#386cb0,,,
250235308024,12.998701,10.968883,#ef3b2c,,,
250092081022,-2.404938,-3.842449,#386cb0,Revere,Suffolk,
250250920001,12.568429,1.7121959,#662506,Boston,Suffolk,Dorchester
250173118002,-0.99117655,2.4069614,#fdb462,Lowell,Middlesex,
250214021012,9.638123,2.9923024,#7fc97f,Boston,Suffolk,West Roxbury
250251701007,-2.114301,-5.4667377,#662506,Revere,Suffolk,
250251402011,10.85099,2.934131,#662506,Boston,Suffolk,Hyde Park
250250902003,11.93267,1.1254573,#662506,Boston,Suffolk,Dorchester
250235116002,15.297618,8.563144,#ef3b2c,Brockton,Plymouth,
250251702001,-2.133922,-5.310539,#662506,Revere,Suffolk,
330151051003,-4.73572,10.582247,#a6cee3,,,
250173106013,-1.6341705,3.1260471,#fdb462,Lowell,Middlesex,
330170841004,-4.0586185,12.745715,#fb9a99,,,
250092021013,-5.474874,-2.818614,#386cb0,Lynn,Essex,
330170816002,-3.4514089,12.496254,#fb9a99,,,
250173123002,-1.3071761,2.2478414,#fdb462,Lowell,Middlesex,
250250811003,10.3166485,0.18713585,#662506,Boston,Suffolk,Jamaica Plain
250251101033,10.187815,2.0655541,#662506,Boston,Suffolk,Roslindale
250250906002,12.402853,1.0288863,#662506,Boston,Suffolk,Dorchester
250250004022,8.012626,-0.4382593,#662506,Boston,Suffolk,Brighton
250092217001,-7.829403,0.07885325,#386cb0,Gloucester,Essex,
250092518002,-7.420064,8.817217,#386cb0,Lawrence,Essex,
250214179014,12.54263,5.346681,#7fc97f,Quincy,Norfolk,
250173371021,-2.30962,-1.9597675,#fdb462,Medford,Middlesex,
250173513002,3.1393883,-3.3435361,#fdb462,Somerville,Middlesex,
250251008006,11.996088,2.0621307,#662506,Boston,Suffolk,Dorchester
250250304001,12.231313,-2.2597265,#662506,Boston,Suffolk,North End
250214002003,8.807556,-1.0214258,#7fc97f,Boston,Suffolk,Allston
250250920002,12.579579,1.7747147,#662506,Boston,Suffolk,Dorchester
250251011022,11.538815,2.161974,#662506,Boston,Suffolk,Mattapan
250235062033,12.568967,9.709456,#ef3b2c,,,
250251703005,-2.0358996,-5.090237,#662506,Revere,Suffolk,
250092604013,-5.1422586,10.123294,#386cb0,Haverhill,Essex,
250251201052,9.680289,1.4557753,#662506,Boston,Suffolk,Jamaica Plain
250250004014,8.232084,-0.60648894,#662506,Boston,Suffolk,Brighton
250173703003,5.711168,-0.77782637,#fdb462,Watertown,Middlesex,
250214561023,14.879334,6.9455457,#7fc97f,,,
250214042013,6.1125226,2.631264,#7fc97f,,,
330150034002,-5.556359,11.081227,#a6cee3,,,
250173107001,-1.3273201,2.6917605,#fdb462,Lowell,Middlesex,
250251203013,10.739315,1.21129,#662506,Boston,Suffolk,Jamaica Plain
250259803001,10.741,1.8573494,#662506,Boston,Suffolk,Dorchester
250173530003,4.11769,-3.1565902,#fdb462,Cambridge,Middlesex,
250092062003,-4.768796,-3.1461406,#386cb0,Lynn,Essex,
250214134012,9.33955,4.3722234,#7fc97f,,,
330150650071,-3.4164722,10.307434,#a6cee3,,,
250214195001,12.395432,6.6409445,#7fc97f,Braintree,Norfolk,
250092067004,-4.771545,-3.1242573,#386cb0,Lynn,Essex,
250173141013,-1.8575255,2.9653459,#fdb462,Lowell,Middlesex,
250235104001,15.275214,7.933196,#ef3b2c,Brockton,Plymouth,
250235051015,12.350064,8.859402,#ef3b2c,,,
250092064002,-5.0254884,-2.9635162,#386cb0,Lynn,Essex,
250214194003,12.454669,6.5932493,#7fc97f,Braintree,Norfolk,
250173851003,5.561267,4.4238086,#fdb462,,,
250173122003,-1.3098422,2.188836,#fdb462,Lowell,Middlesex,
250173411021,-0.6870046,-3.848813,#fdb462,Malden,Middlesex,
250173419023,-1.4675075,-4.1703625,#fdb462,Malden,Middlesex,
250173532003,4.291769,-3.1633549,#fdb462,Boston,Suffolk,Fenway
250251303003,9.474181,2.3786855,#662506,Boston,Suffolk,Hyde Park
250173162022,-1.1979642,0.74345976,#fdb462,,,
250173154021,-2.0237815,1.0429224,#fdb462,,,
250173162023,-1.1067356,0.7839203,#fdb462,,,
250235021014,13.018094,8.759469,#ef3b2c,,,
250173103001,-1.9622594,2.7712908,#fdb462,Lowell,Middlesex,
250235113015,15.091703,8.323578,#ef3b2c,Brockton,Plymouth,
250235001031,12.147132,7.87876,#ef3b2c,,,
250214178011,12.671143,5.3328366,#7fc97f,Quincy,Norfolk,
330151001002,-6.145891,10.31439,#a6cee3,,,
250173691002,5.105449,0.18955438,#fdb462,Waltham,Middlesex,
250092604021,-5.6475782,9.383542,#386cb0,Haverhill,Essex,
250214021022,9.825352,3.1097708,#7fc97f,Boston,Suffolk,Hyde Park
250214122001,9.232791,4.315326,#7fc97f,,,
250173742001,6.909638,1.2945299,#fdb462,Newton,Middlesex,
250250401002,3.6610403,-4.8700705,#662506,Boston,Suffolk,Charlestown
250235011012,12.195,7.896458,#ef3b2c,,,
250250202002,11.854876,-1.6952612,#662506,Boston,Suffolk,Beacon Hill
250173364011,-2.2709863,-2.149889,#fdb462,Melrose,Middlesex,
250250002011,7.7487187,-0.91870123,#662506,Boston,Suffolk,Brighton
250173526001,3.7382665,-3.3788364,#fdb462,Cambridge,Middlesex,
250173422011,-1.1169883,-4.778602,#fdb462,Everett,Middlesex,
250173839022,4.798618,3.939345,#fdb462,Framingham,Middlesex,
330170830012,-3.601104,12.526943,#fb9a99,,,
250092173005,-7.1235733,-1.0479518,#386cb0,Beverly,Essex,
250092532021,-6.8829556,8.359019,#386cb0,,,
250235202013,13.252979,8.410667,#ef3b2c,Weymouth,Norfolk,
250214225024,12.54385,7.092525,#7fc97f,Weymouth,Norfolk,
250250924003,11.917761,1.4098045,#662506,Boston,Suffolk,Dorchester
250173323003,-1.1187818,0.29496783,#fdb462,,,
250250507003,-2.2684093,-6.785563,#662506,Boston,Suffolk,East Boston
250173212003,3.319044,4.5376124,#fdb462,Marlborough,Middlesex,
250250808012,10.74471,0.06419012,#662506,Boston,Suffolk,Roxbury
250173412004,-0.21608293,-3.8402524,#fdb462,Medford,Middlesex,
250092621001,-4.090926,9.527003,#386cb0,,,
250235232013,13.953466,9.39451,#ef3b2c,Brockton,Plymouth,
250173412003,-0.3550854,-3.8880072,#fdb462,Medford,Middlesex,
250092062002,-4.7603207,-3.033121,#386cb0,Lynn,Essex,
250214132001,9.416988,4.290805,#7fc97f,,,
250173505002,2.5255134,-3.024026,#fdb462,Somerville,Middlesex,
250251802004,-2.7057312,-6.1294627,#662506,Boston,Suffolk,East Boston
250251010021,11.706392,2.223701,#662506,Boston,Suffolk,Mattapan
250092604012,-5.259448,9.925431,#386cb0,Haverhill,Essex,
250214151022,14.515858,6.65312,#7fc97f,,,
250173537002,4.05655,-2.6717265,#fdb462,Cambridge,Middlesex,
250173372013,-2.4469402,-0.9751296,#fdb462,,,
250250811002,10.41618,0.10273477,#662506,Boston,Suffolk,Mission Hill
250251101035,10.483002,2.0111856,#662506,Boston,Suffolk,Roslindale
250092611012,-5.469084,9.250214,#386cb0,Haverhill,Essex,
250173543003,5.020719,-1.2622399,#fdb462,Watertown,Middlesex,
250173422021,-1.1574757,-4.964238,#fdb462,Everett,Middlesex,
250214192004,12.592874,6.3108053,#7fc97f,Braintree,Norfolk,
250250914001,12.504816,0.9320271,#662506,Boston,Suffolk,Dorchester
250092214003,-7.7259417,-0.009737641,#386cb0,Gloucester,Essex,
250214021023,9.770101,3.159539,#7fc97f,Boston,Suffolk,Hyde Park
250173534001,4.161904,-2.9529352,#fdb462,Boston,Suffolk,Fenway
330151002004,-6.176464,10.225093,#a6cee3,,,
330150590002,-4.5346265,11.055724,#a6cee3,,,
250173550002,3.054215,-2.7119663,#fdb462,Cambridge,Middlesex,
250214134013,9.311069,4.436578,#7fc97f,,,
330170845001,-4.1131196,12.6062565,#fb9a99,,,
250235041021,12.52674,8.946906,#ef3b2c,,,
250214231006,12.230138,8.248564,#7fc97f,,,
250173323005,-0.8570068,0.40328208,#fdb462,,,
250214012002,8.927524,1.7299768,#7fc97f,Boston,Suffolk,West Roxbury
250173398014,0.26167282,-3.7578845,#fdb462,Medford,Middlesex,
250250608004,13.548068,0.232078,#662506,Boston,Suffolk,South Boston
250214172003,12.539609,4.476382,#7fc97f,Quincy,Norfolk,
250092607001,-5.5668526,9.428572,#386cb0,Haverhill,Essex,
330150640001,-3.508407,10.09947,#a6cee3,,,
250251707012,-2.3017476,-5.6384873,#662506,Revere,Suffolk,
250092071001,-4.547273,-3.1347783,#386cb0,Lynn,Essex,
250235305003,13.197233,10.762966,#ef3b2c,,,
250250101041,11.184574,-1.0836592,#662506,Boston,Suffolk,Back Bay
250250201011,11.8946495,-1.4962606,#662506,Boston,Suffolk,Beacon Hill
250251602001,-1.3077594,-6.0747423,#662506,Chelsea,Suffolk,
250173507001,1.6826344,-3.16923,#fdb462,Somerville,Middlesex,
250173424005,-1.0749967,-5.0905848,#fdb462,Everett,Middlesex,
250173851001,5.6102705,4.4013286,#fdb462,Framingham,Middlesex,
250250404011,3.615101,-4.814756,#662506,Boston,Suffolk,Charlestown
250092104002,-5.9408946,-1.4597985,#386cb0,Peabody,Essex,
330170820002,-3.5088413,12.433751,#fb9a99,,,
250214203012,14.662946,7.8251057,#7fc97f,Randolph,Norfolk,
250092219012,-7.6488285,-0.056396183,#386cb0,Gloucester,Essex,
250173701012,5.633375,-0.36463323,#fdb462,Watertown,Middlesex,
250173602003,1.6520578,3.0801349,#fdb462,,,
250092066004,-4.8737516,-3.1490183,#386cb0,Lynn,Essex,
250251106072,9.686081,2.3599179,#662506,Boston,Suffolk,Roslindale
250173741002,7.0052533,1.2469529,#fdb462,Newton,Middlesex,
250214563012,14.863922,6.9775143,#7fc97f,,,
250173737004,6.683666,1.042254,#fdb462,Newton,Middlesex,
250173216001,3.4067345,4.4858723,#fdb462,Marlborough,Middlesex,
250092606002,-5.338299,9.529571,#386cb0,Haverhill,Essex,
250235082002,12.674675,9.370478,#ef3b2c,,,
250173141022,-1.9534619,2.9778006,#fdb462,,,
250092517001,-7.421969,8.861942,#386cb0,Lawrence,Essex,
250214041003,6.0940585,2.5099883,#7fc97f,,,
250251011023,11.522385,2.3663518,#662506,Boston,Suffolk,Mattapan
250173104003,-2.0252192,2.7456496,#fdb462,Lowell,Middlesex,
250173506004,2.2679667,-3.0839982,#fdb462,Somerville,Middlesex,
250173117003,-0.9182682,2.449825,#fdb462,Lowell,Middlesex,
250173540002,4.0898643,-2.3187811,#fdb462,Cambridge,Middlesex,
250173631032,1.326301,3.035602,#fdb462,,,
250214561022,14.818244,6.9763165,#7fc97f,,,
250092525021,-6.746877,9.413997,#386cb0,Methuen,Essex,
250214012003,8.515043,1.2605964,#7fc97f,Boston,Suffolk,West Roxbury
250173107003,-1.4234065,2.743897,#fdb462,Lowell,Middlesex,
250173426002,-1.1848395,-5.41712,#fdb462,Chelsea,Suffolk,
250251010015,11.314196,2.3771958,#662506,Boston,Suffolk,Mattapan
250235241022,14.3161125,9.633994,#ef3b2c,Bridgewater,Plymouth,
250173581003,0.05880698,-0.31569323,#fdb462,,,
250250003011,7.801546,-1.0017507,#662506,Boston,Suffolk,Brighton
250251603002,-1.2320558,-5.9825892,#662506,Chelsea,Suffolk,East Boston
330151041021,-5.301015,10.24044,#a6cee3,,,
250173822003,5.5180135,3.5118432,#fdb462,,,
250173746004,5.587492,0.4931569,#fdb462,Newton,Middlesex,
250235108002,15.530555,8.25597,#ef3b2c,Brockton,Plymouth,
250250505001,-2.2297928,-6.776859,#662506,Boston,Suffolk,East Boston
250235105011,15.145138,7.900696,#ef3b2c,Brockton,Plymouth,
250251703001,-2.0146744,-4.241758,#662506,Revere,Suffolk,
250173688003,5.1615663,0.2839096,#fdb462,Waltham,Middlesex,
250173363007,-2.3318317,-2.1546009,#fdb462,Melrose,Middlesex,
250235103003,15.331455,8.043651,#ef3b2c,Brockton,Plymouth,
250235051022,12.39248,8.952151,#ef3b2c,,,
250250104042,11.088455,-0.5537358,#662506,Boston,Suffolk,Fenway
250092523001,-6.7939234,9.447013,#386cb0,Methuen,Essex,
250250003022,7.895314,-0.51062435,#662506,Boston,Suffolk,Brighton
250173745001,6.4390035,1.0247034,#fdb462,Newton,Middlesex,
250173576001,5.112396,-0.7078998,#fdb462,,,
250235423003,14.287503,11.02589,#ef3b2c,,,
250250203033,11.957188,-1.8150029,#662506,Boston,Suffolk,West End
250173826024,5.336176,3.6529841,#fdb462,,,
250173395003,1.3646297,-3.4059641,#fdb462,Medford,Middlesex,
250251202011,10.3189335,1.6131933,#662506,Boston,Suffolk,Jamaica Plain
250214131005,9.409515,4.332955,#7fc97f,,,
250235108003,15.430277,8.244829,#ef3b2c,Brockton,Plymouth,
250250921015,12.682103,1.97005,#662506,Boston,Suffolk,Dorchester
250173578004,5.1194015,-0.5023812,#fdb462,,,
250173541003,4.1315174,-2.1890464,#fdb462,Cambridge,Middlesex,
250092070002,-4.5292053,-3.0591009,#386cb0,Lynn,Essex,
250092141001,-6.5565863,-0.184773,#386cb0,,,
250214043014,5.83514,3.028701,#7fc97f,,,
250173852024,5.6153555,4.2770514,#fdb462,Framingham,Middlesex,
250250408012,3.6307344,-4.867479,#662506,Boston,Suffolk,Charlestown
250092603022,-5.3712206,9.1791,#386cb0,Haverhill,Essex,
250235308025,12.929105,10.976757,#ef3b2c,,,
250173661003,4.6869392,3.5889678,#fdb462,,,
250092606003,-5.4093733,9.518957,#386cb0,Haverhill,Essex,
330170870002,-4.240868,12.869823,#fb9a99,,,
250250703003,11.818061,-0.74676573,#662506,Boston,Suffolk,South End
250214225022,12.466434,7.2354474,#7fc97f,Weymouth,Norfolk,
250173171032,-0.5473918,2.376623,#fdb462,,,
250214071004,7.985145,5.0215616,#7fc97f,,,
250250504001,-2.2983446,-6.953727,#662506,Boston,Suffolk,East Boston
250251301001,9.310072,2.046173,#662506,Boston,Suffolk,West Roxbury
250173744005,6.446126,0.9557661,#fdb462,Newton,Middlesex,
250173103002,-2.0079052,2.6923811,#fdb462,Lowell,Middlesex,
250251805003,-2.7558517,-6.102353,#662506,Winthrop,Suffolk,
250214164004,12.37379,4.3283734,#7fc97f,Quincy,Norfolk,
250173421011,-1.312296,-5.1920314,#fdb462,Everett,Middlesex,
250092091003,-3.4180322,-1.5416201,#386cb0,,,
250092092002,-3.559609,-1.5689393,#386cb0,Peabody,Essex,
330170802021,-4.105262,11.980025,#fb9a99,,,
250092671012,-3.720509,9.453105,#386cb0,,,
250092219021,-7.751358,0.021259246,#386cb0,Gloucester,Essex,
250235107001,15.51352,8.15863,#ef3b2c,Brockton,Plymouth,
330150650012,-3.596656,10.2317705,#a6cee3,,,
250092684003,-3.374196,9.014996,#386cb0,Newburyport,Essex,
250251703006,-2.2783468,-5.385961,#662506,Revere,Suffolk,
250235422003,14.310774,10.981916,#ef3b2c,,,
250250202003,11.910639,-1.6335607,#662506,Boston,Suffolk,Beacon Hill
250235221012,13.032362,9.414656,#ef3b2c,,,
250173506001,1.9299206,-3.1138208,#fdb462,Somerville,Middlesex,
250251103012,10.481877,2.1600666,#662506,Boston,Suffolk,Mattapan
250251706012,-2.0380733,-5.6950135,#662506,Chelsea,Suffolk,East Boston
250214010003,9.083641,-0.13384295,#7fc97f,Boston,Suffolk,Jamaica Plain
250235111004,14.801035,8.437154,#ef3b2c,Brockton,Plymouth,
250173422022,-1.3757119,-4.7816095,#fdb462,Everett,Middlesex,
250173701013,5.7531295,-0.20242634,#fdb462,Watertown,Middlesex,
250173838001,4.9778686,3.9596195,#fdb462,Framingham,Middlesex,
250235611004,14.179246,11.963258,#ef3b2c,,,
250173586003,-0.158542,-0.03414396,#fdb462,,,
250173354002,-2.859873,-1.451405,#fdb462,Melrose,Middlesex,
250251301002,9.363046,2.173005,#662506,Boston,Suffolk,West Roxbury
250092515001,-7.457174,8.945511,#386cb0,Lawrence,Essex,
250173117004,-1.0834386,2.532006,#fdb462,Lowell,Middlesex,
250173417004,-1.3701811,-4.215062,#fdb462,Malden,Middlesex,
250092044002,-6.449874,-2.0039117,#386cb0,Salem,Essex,
250214563023,14.715755,6.866807,#7fc97f,,,
250250820003,11.890206,0.9732864,#662506,Boston,Suffolk,Roxbury
250214176014,12.647784,4.540063,#7fc97f,Quincy,Norfolk,
250250006014,7.893248,-1.102821,#662506,Boston,Suffolk,Brighton
250173181003,-0.3612885,2.9216552,#fdb462,,,
250173391005,0.9440418,-3.5187564,#fdb462,Medford,Middlesex,
250092065003,-4.814249,-3.186739,#386cb0,Lynn,Essex,
250173372011,-2.2574282,-0.9617036,#fdb462,,,
250092052004,-4.735223,-2.8182757,#386cb0,Lynn,Essex,
250235022004,12.961191,8.764967,#ef3b2c,,,
250251106074,9.719135,2.2167323,#662506,Boston,Suffolk,Roslindale
250250810014,10.432134,-0.012008595,#662506,Boston,Suffolk,Mission Hill
250173682001,4.946067,0.36719307,#fdb462,Waltham,Middlesex,
250173412001,-0.6898301,-3.8315718,#fdb462,Malden,Middlesex,
250173414005,-0.6660373,-4.0051417,#fdb462,Everett,Middlesex,
250092173002,-7.0519457,-0.77890164,#386cb0,Beverly,Essex,
250214191002,12.5925455,6.233433,#7fc97f,Braintree,Norfolk,
250173572004,5.049506,-0.8155891,#fdb462,,,
250214043012,5.707571,3.2169802,#7fc97f,,,
250092107003,-5.77842,-1.4829842,#386cb0,Peabody,Essex,
250173419021,-1.6556067,-4.1725645,#fdb462,Malden,Middlesex,
250250502001,-2.3126109,-6.8560944,#662506,Boston,Suffolk,East Boston
250173703004,5.6359487,-0.8020449,#fdb462,Watertown,Middlesex,
250173530001,4.143751,-3.0056324,#fdb462,Cambridge,Middlesex,
330170813002,-3.433955,12.397773,#fb9a99,,,
250251011021,11.607746,2.1088994,#662506,Boston,Suffolk,Mattapan
250092541003,-7.073386,8.148676,#386cb0,,,
250173735004,6.3779745,0.51183176,#fdb462,Newton,Middlesex,
250235071031,12.7575035,10.265169,#ef3b2c,,,
250173687001,5.3279047,0.49019486,#fdb462,Waltham,Middlesex,
330170844004,-4.1328273,12.771417,#fb9a99,,,
250092219011,-7.76999,0.030908162,#386cb0,Gloucester,Essex,
250214134021,9.255018,4.4565935,#7fc97f,,,
250092651022,-6.5114923,0.27238396,#386cb0,,,
250173548001,2.9815834,-2.6269848,#fdb462,Cambridge,Middlesex,
250173163003,-1.0847149,0.97017527,#fdb462,,,
250173223002,3.216222,4.611758,#fdb462,,,
250235221022,13.303919,9.019288,#ef3b2c,,,
250173141011,-1.8647146,3.0997093,#fdb462,,,
250173121001,-1.7493985,2.1204414,#fdb462,Lowell,Middlesex,
250173334002,-1.7567835,-0.5827701,#fdb462,Woburn,Middlesex,
250173872011,5.8263392,4.0554647,#fdb462,,,
250173533002,4.2456484,-3.1538267,#fdb462,Cambridge,Middlesex,
250250916003,12.936784,1.4544573,#662506,Boston,Suffolk,Dorchester
250173143011,-2.1054964,2.8875458,#fdb462,,,
250092541004,-7.0643616,8.205978,#386cb0,,,
250173567021,0.60320956,-0.8285925,#fdb462,,,
250173573003,5.2906384,-0.9506051,#fdb462,Watertown,Middlesex,
250173861002,5.7006454,3.750674,#fdb462,,,
250092641003,-5.2951555,8.95151,#386cb0,Haverhill,Essex,
250250805002,11.722404,0.22874211,#662506,Boston,Suffolk,Roxbury
250251601014,-1.2920123,-6.0733576,#662506,Chelsea,Suffolk,
250250915002,12.47948,1.3326448,#662506,Boston,Suffolk,Dorchester
250173416003,-1.0102006,-3.990996,#fdb462,Malden,Middlesex,
250250002022,7.811261,-0.81839377,#662506,Boston,Suffolk,Brighton
250092683003,-3.3693347,9.018422,#386cb0,Newburyport,Essex,
250173652023,3.7458887,4.273426,#fdb462,Marlborough,Middlesex,
250173565002,0.53515655,-0.74244136,#fdb462,,,
250251704003,-2.2401605,-5.4050083,#662506,Revere,Suffolk,
250173114002,-0.95415545,2.6031651,#fdb462,Lowell,Middlesex,
250173507002,2.0070522,-3.1154516,#fdb462,Somerville,Middlesex,
250092531003,-6.879781,8.405666,#386cb0,,,
250173702011,5.5085616,-0.7201986,#fdb462,Watertown,Middlesex,
250250001002,7.7609496,-1.3095524,#662506,Boston,Suffolk,Allston
250250705004,11.6986265,-0.33238247,#662506,Boston,Suffolk,South End
250173106022,-1.5021237,2.911351,#fdb462,Lowell,Middlesex,
250092661004,-3.8916368,9.399018,#386cb0,Amesbury,Essex,
250250501012,-2.2673602,-6.844784,#662506,Boston,Suffolk,East Boston
250250904002,12.158866,0.9153389,#662506,Boston,Suffolk,Dorchester
250173103003,-1.9867765,2.6899629,#fdb462,Lowell,Middlesex,
250173113003,-1.4149114,2.862195,#fdb462,Lowell,Middlesex,
250250510003,-2.4462428,-6.6688185,#662506,Boston,Suffolk,East Boston
250250003013,7.679339,-1.0304062,#662506,Boston,Suffolk,Brighton
250173112002,-1.1197782,2.571702,#fdb462,Lowell,Middlesex,
250092105002,-5.6701417,-1.3854595,#386cb0,Peabody,Essex,
250173392004,1.502163,-3.0508785,#fdb462,Medford,Middlesex,
250092044004,-6.371982,-2.0118794,#386cb0,Salem,Essex,
250251004001,12.035708,1.9180795,#662506,Boston,Suffolk,Dorchester
250250605013,13.647451,0.108283155,#662506,Boston,Suffolk,South Boston
330170830015,-3.6194909,12.485886,#fb9a99,,,
250092506004,-7.3638487,9.410963,#386cb0,Lawrence,Essex,
250250506002,-2.349897,-6.974027,#662506,Boston,Suffolk,East Boston
250173823001,5.540118,3.4382105,#fdb462,,,
250173545003,3.8446474,-2.4582965,#fdb462,Cambridge,Middlesex,
250173701014,5.4414196,-0.32890576,#fdb462,Watertown,Middlesex,
250092056004,-4.2961926,-2.5498803,#386cb0,Lynn,Essex,
250092106002,-5.609465,-1.3710507,#386cb0,Peabody,Essex,
250173392005,1.4415584,-3.0201745,#fdb462,Medford,Middlesex,
250173672007,5.0982895,0.79926485,#fdb462,Waltham,Middlesex,
250173383003,-1.08097,-0.5090229,#fdb462,Woburn,Middlesex,
250173502004,2.8523736,-3.7845094,#fdb462,Somerville,Middlesex,
250173503003,2.524318,-3.4939876,#fdb462,Somerville,Middlesex,
250173401003,0.6616212,-3.5748825,#fdb462,Medford,Middlesex,
250173414004,-0.82748556,-3.996843,#fdb462,Malden,Middlesex,
250173744001,6.2852845,0.7761689,#fdb462,Newton,Middlesex,
250235071033,12.743765,10.176353,#ef3b2c,,,
250173416006,-0.846026,-3.9394815,#fdb462,Malden,Middlesex,
250173567012,0.9006875,-1.0854665,#fdb462,,,
250235231002,14.0325575,9.664059,#ef3b2c,Bridgewater,Plymouth,
250214111005,8.572859,5.0490713,#7fc97f,,,
250173111001,-1.3571714,2.6533492,#fdb462,Lowell,Middlesex,
250173567025,0.55758923,-0.82029665,#fdb462,,,
250251707025,-2.2598798,-5.7957363,#662506,Revere,Suffolk,
250214431024,8.042562,5.6904473,#7fc97f,,,
250250911001,13.102703,0.9833121,#662506,Boston,Suffolk,Dorchester
250251007004,12.51777,2.8235376,#662506,Boston,Suffolk,Dorchester
250092011001,-5.2341447,-2.8568337,#386cb0,Lynn,Essex,
250173549001,3.0578685,-2.5045738,#fdb462,Cambridge,Middlesex,
250214179013,12.516805,5.277547,#7fc97f,Quincy,Norfolk,
250214134023,9.257494,4.42664,#7fc97f,,,
250250007044,8.404137,-1.0112028,#662506,Boston,Suffolk,Allston
250092506001,-7.241169,9.36634,#386cb0,Lawrence,Essex,
250235022002,13.011841,8.804051,#ef3b2c,,,
250235611002,14.22662,11.947898,#ef3b2c,,,
250173512034,3.7607589,-2.9759033,#fdb462,Cambridge,Middlesex,
250092033012,-6.3452764,-3.020938,#386cb0,,,
250173578003,5.0523076,-0.68166727,#fdb462,,,
250173183001,0.14478868,2.9713888,#fdb462,,,
250214143003,14.019884,6.338623,#7fc97f,,,
250173508001,2.5827577,-3.0544286,#fdb462,Cambridge,Middlesex,
250250801002,12.172983,0.79229057,#662506,Boston,Suffolk,Roxbury
