CBG,x,y,color,TOWN,COUNTY,Bos_Neighborhood
250173748001,6.404458,1.1833404,#fdb462,Newton,Middlesex,
250173631022,1.2993186,3.0818396,#fdb462,,,
250251705012,-2.3200846,-5.6733966,#662506,Revere,Suffolk,
250092033022,-6.380758,-3.0577745,#386cb0,,,
250214224002,12.474278,6.888387,#7fc97f,Braintree,Norfolk,
250214202022,14.456114,7.612091,#7fc97f,Randolph,Norfolk,
250173681011,4.7019715,0.2936244,#fdb462,Waltham,Middlesex,
250173336006,-1.5356307,-0.057995934,#fdb462,Woburn,Middlesex,
250235251042,14.265286,9.806256,#ef3b2c,Bridgewater,Plymouth,
330150035003,-5.606533,11.020883,#a6cee3,,,
330150610012,-4.266609,10.94813,#a6cee3,,,
250214024002,9.732058,3.2655149,#7fc97f,,,
330150570001,-4.243179,11.929691,#a6cee3,,,
250173731003,6.3448668,0.37806466,#fdb462,Newton,Middlesex,
250092512001,-7.68806,9.399433,#386cb0,Lawrence,Essex,
250092033011,-6.3436246,-3.0229044,#386cb0,,,
330150038013,-5.601517,11.056229,#a6cee3,,,
250092607002,-5.5571275,9.456434,#386cb0,Haverhill,Essex,
250173423004,-1.1227924,-5.018859,#fdb462,Everett,Middlesex,
250173612001,1.4850051,3.0254161,#fdb462,,,
330150691003,-3.0097508,11.521389,#a6cee3,,,
250173532001,4.327792,-3.2559338,#fdb462,Cambridge,Middlesex,
250250203021,12.03347,-1.7644495,#662506,Boston,Suffolk,Downtown
250251603001,-1.1510938,-5.763071,#662506,Chelsea,Suffolk,
250173641023,1.7381322,3.2223752,#fdb462,,,
250092102001,-5.8068767,-1.109801,#386cb0,Peabody,Essex,
250235212012,13.671385,9.037293,#ef3b2c,,,
250251303002,9.590668,2.3494868,#662506,Boston,Suffolk,West Roxbury
330170870003,-4.2647943,12.903693,#fb9a99,,,
250173181002,-0.20591031,2.9366233,#fdb462,,,
250235251043,14.369062,9.867182,#ef3b2c,Bridgewater,Plymouth,
250173537001,3.8745608,-3.0254164,#fdb462,Cambridge,Middlesex,
250173746002,6.3383045,0.9518965,#fdb462,Newton,Middlesex,
250173251005,0.5871605,3.508886,#fdb462,,,
330150650083,-3.479615,10.164525,#a6cee3,,,
250173538003,4.2770147,-2.600799,#fdb462,Cambridge,Middlesex,
250092602001,-5.4156237,9.352467,#386cb0,Haverhill,Essex,
250235106003,15.494694,8.350435,#ef3b2c,Brockton,Plymouth,
250214003003,8.638816,-0.8330072,#7fc97f,Boston,Suffolk,
250173162021,-1.0197692,0.80486697,#fdb462,,,
250173833002,5.3324823,4.221281,#fdb462,Framingham,Middlesex,
250092047021,-6.035353,-1.7821643,#386cb0,Salem,Essex,
250092176005,-6.9778776,-1.0739491,#386cb0,Salem,Essex,
250173567013,0.77243584,-1.0042144,#fdb462,,,
250173421024,-1.2083193,-5.0293326,#fdb462,Everett,Middlesex,
250214043023,5.8910546,3.123993,#7fc97f,,,
250173689022,5.055299,0.4843208,#fdb462,Waltham,Middlesex,
250173323004,-0.9763685,0.26628602,#fdb462,,,
250214173002,12.640719,4.3860755,#7fc97f,Quincy,Norfolk,
250173578002,5.0322814,-0.67663515,#fdb462,,,
250173271032,0.37696066,3.2934942,#fdb462,,,
250092111002,-6.4097614,-1.0584611,#386cb0,Beverly,Essex,
250214164002,12.300423,3.9389887,#7fc97f,Quincy,Norfolk,
250173398013,0.31998324,-3.7540703,#fdb462,Medford,Middlesex,
250235116007,15.0927515,8.767614,#ef3b2c,Brockton,Plymouth,
250214123004,9.402001,4.0285454,#7fc97f,,,
330151051004,-4.679894,10.58034,#a6cee3,,,
250092217002,-7.8386464,0.08910862,#386cb0,Gloucester,Essex,
250092216001,-7.8631663,0.13524152,#386cb0,Gloucester,Essex,
250214104005,8.90209,5.349854,#7fc97f,,,
250251704002,-2.187838,-5.5378475,#662506,Revere,Suffolk,
250173141025,-1.7844203,3.0703642,#fdb462,,,
250214221004,12.739972,7.430264,#7fc97f,Weymouth,Norfolk,
250235116001,15.355878,8.450141,#ef3b2c,Brockton,Plymouth,
250173566021,0.36423865,-0.5772998,#fdb462,,,
250214227004,12.224444,7.30415,#7fc97f,Weymouth,Norfolk,
250235441003,13.415681,10.719981,#ef3b2c,,,
250235113011,15.171888,8.272289,#ef3b2c,Brockton,Plymouth,
250173748003,6.519774,1.5981382,#fdb462,Newton,Middlesex,
250173302004,-2.7410347,0.21928276,#fdb462,,,
250214004003,8.648782,-0.48505068,#7fc97f,Boston,Suffolk,
250092068001,-4.6733966,-3.2292309,#386cb0,Lynn,Essex,
250214081013,7.8887515,5.143931,#7fc97f,,,
250092174003,-6.9306307,-1.0956526,#386cb0,Salem,Essex,
250173738004,6.858969,1.1961703,#fdb462,Newton,Middlesex,
250173271021,0.40912423,3.2523162,#fdb462,,,
250235231001,14.122286,9.548711,#ef3b2c,Bridgewater,Plymouth,
250173107002,-1.3979138,2.8503306,#fdb462,Lowell,Middlesex,
250235041012,12.658878,9.005148,#ef3b2c,,,
250173394004,1.6985161,-3.1378374,#fdb462,Somerville,Middlesex,
330170843002,-4.217297,12.860607,#fb9a99,,,
250173839015,5.2119327,4.1381097,#fdb462,Framingham,Middlesex,
250214161021,11.231527,2.9283004,#7fc97f,Randolph,Norfolk,Hyde Park
250173353012,-2.9699557,-1.3324515,#fdb462,,,
250214111004,8.946329,4.7767262,#7fc97f,,,
250173872013,5.7740946,4.112417,#fdb462,,,
250092174001,-6.957398,-1.0699905,#386cb0,Beverly,Essex,
250214131002,9.402269,4.414067,#7fc97f,,,
330170842002,-4.1540265,12.783612,#fb9a99,,,
250173577003,5.078334,-0.6530624,#fdb462,,,
250173529001,3.9179711,-3.0472693,#fdb462,Cambridge,Middlesex,
250214563021,14.434939,6.5553203,#7fc97f,,,
250173852011,5.65797,4.432776,#fdb462,,,
250214180042,12.54954,5.370018,#7fc97f,Quincy,Norfolk,
250235454002,14.231927,11.978789,#ef3b2c,,,
250250004023,7.893221,-0.73295325,#662506,Boston,Suffolk,Brighton
250250509011,-2.3681617,-6.807431,#662506,Boston,Suffolk,East Boston
250173704006,6.0264406,-0.08236173,#fdb462,Newton,Middlesex,
250235011013,12.204391,7.866899,#ef3b2c,,,
250214203022,14.57706,7.715855,#7fc97f,Randolph,Norfolk,
250251401071,10.802144,2.70435,#662506,Boston,Suffolk,Hyde Park
250250806013,11.859718,0.7580459,#662506,Boston,Suffolk,Roxbury
330170812001,-3.4644392,12.339487,#fb9a99,,,
250214042022,6.118388,2.5187337,#7fc97f,,,
250173543002,4.9632397,-1.337441,#fdb462,Watertown,Middlesex,
250214177022,12.606963,5.288124,#7fc97f,Quincy,Norfolk,
250173332002,-1.4818367,-0.5149188,#fdb462,Woburn,Middlesex,
250250810012,10.464879,0.043395955,#662506,Boston,Suffolk,Mission Hill
250235021023,13.047221,8.779822,#ef3b2c,,,
250251706013,-2.182563,-5.49493,#662506,Revere,Suffolk,
250235232022,13.873995,9.295995,#ef3b2c,,,
250173631043,1.6897316,3.167924,#fdb462,,,
250251005005,12.082598,1.7619544,#662506,Boston,Suffolk,Dorchester
250173212002,3.408561,4.5100536,#fdb462,Marlborough,Middlesex,
250173733001,6.0603604,0.42243576,#fdb462,Newton,Middlesex,
250092232002,-6.959743,0.057694245,#386cb0,,,
250173102004,-1.9244406,2.681959,#fdb462,Lowell,Middlesex,
250173119002,-1.3750294,2.5252674,#fdb462,Lowell,Middlesex,
250250910014,13.194465,0.86086303,#662506,Boston,Suffolk,Dorchester
250092513001,-7.6098065,9.430576,#386cb0,Lawrence,Essex,
250092051001,-5.039801,-2.7632833,#386cb0,Lynn,Essex,
330150691004,-2.9771311,11.620916,#a6cee3,,,
250214152001,14.590893,6.759573,#7fc97f,,,
250250005041,8.526297,-0.6290814,#662506,Boston,Suffolk,Brighton
250173223001,3.2200227,4.6666255,#fdb462,,,
250250003021,7.7905874,-1.0209354,#662506,Boston,Suffolk,Brighton
250251010014,11.446069,2.5244703,#662506,Boston,Suffolk,Mattapan
250214001001,9.756474,-0.761203,#7fc97f,Boston,Suffolk,Fenway
250173105002,-1.4741082,2.8057885,#fdb462,Lowell,Middlesex,
250235451001,14.1897335,11.842581,#ef3b2c,,,
250214561011,14.903598,7.022513,#7fc97f,Brockton,Plymouth,
250251304023,9.585625,2.5839064,#662506,Boston,Suffolk,West Roxbury
250250701017,12.471217,-0.8704564,#662506,Boston,Suffolk,Chinatown
250250922001,12.501906,1.6785434,#662506,Boston,Suffolk,Dorchester
250173703005,5.599113,-0.8185828,#fdb462,Watertown,Middlesex,
250173832004,5.558601,4.286847,#fdb462,Framingham,Middlesex,
250235001042,12.113063,7.7998796,#ef3b2c,,,
250173213004,3.2548807,4.567251,#fdb462,Marlborough,Middlesex,
250173621002,0.58104414,3.0123222,#fdb462,,,
250235302001,12.913657,10.776385,#ef3b2c,,,
250173301003,-2.7316523,0.20917061,#fdb462,,,
250092532012,-6.886916,8.356213,#386cb0,,,
250173398022,0.89818627,-3.6097713,#fdb462,Somerville,Middlesex,
250173632022,1.4255354,3.104267,#fdb462,,,
250235221023,13.115813,9.29068,#ef3b2c,,,
250235453001,14.150784,12.029088,#ef3b2c,,,
250092621002,-4.01926,9.413097,#386cb0,Haverhill,Essex,
250092106001,-5.723537,-1.4939044,#386cb0,Peabody,Essex,
250251403005,11.253868,2.5197527,#662506,Boston,Suffolk,Hyde Park
250092032003,-6.324747,-2.9919016,#386cb0,,,
250173122001,-1.3854444,2.2384012,#fdb462,Lowell,Middlesex,
250214571003,15.114164,7.822682,#7fc97f,,,
250092515005,-7.441742,9.006518,#386cb0,Lawrence,Essex,
330170813003,-3.415308,12.334211,#fb9a99,,,
250214179011,12.438869,5.534715,#7fc97f,Quincy,Norfolk,
330170843004,-4.101683,12.851203,#fb9a99,,,
250092047011,-5.4483905,-2.4200628,#386cb0,Lynn,Essex,
250214164007,12.226259,3.6554222,#7fc97f,,,Dorchester
250092532033,-6.78499,8.405328,#386cb0,Haverhill,Essex,
250214061021,8.172747,4.843995,#7fc97f,,,
330151061012,-6.0577645,10.500254,#a6cee3,,,
250214175022,12.676803,4.400316,#7fc97f,Quincy,Norfolk,
250173689023,5.145495,0.4590317,#fdb462,Waltham,Middlesex,
250173539002,4.260495,-2.568576,#fdb462,Boston,Suffolk,Fenway
250173354001,-2.778503,-1.3388065,#fdb462,Melrose,Middlesex,
250214008002,9.02182,-0.2981938,#7fc97f,,,
250092683002,-3.3392231,8.975251,#386cb0,Newburyport,Essex,
250250921012,12.729696,1.680805,#662506,Boston,Suffolk,Dorchester
250092605003,-5.2704988,9.680714,#386cb0,Haverhill,Essex,
250173382002,-1.006495,-0.69853973,#fdb462,Woburn,Middlesex,
250173632023,1.2322966,3.0582516,#fdb462,,,
250235423004,14.354991,11.094746,#ef3b2c,,,
250214564011,14.774185,6.881791,#7fc97f,,,
250173343002,-2.7831771,-0.4787283,#fdb462,,,
250173687002,5.546507,0.44680223,#fdb462,Newton,Middlesex,
250173392003,1.4490718,-3.080793,#fdb462,Medford,Middlesex,
250173641021,1.7765481,3.2032406,#fdb462,,,
250214121001,9.227852,4.3042154,#7fc97f,,,
250092052001,-4.803279,-2.54778,#386cb0,Lynn,Essex,
250173632021,1.2755075,3.1188462,#fdb462,,,
330150691002,-3.0083318,11.583312,#a6cee3,,,
250173201041,5.8552046,4.320327,#fdb462,,,
250173631023,0.62438905,3.1017582,#fdb462,,,
250092082003,-2.5735743,-3.6890755,#386cb0,,,
330151011003,-4.900918,10.284699,#a6cee3,,,
250214201002,14.406832,7.600292,#7fc97f,Randolph,Norfolk,
250250803001,12.061051,0.79779184,#662506,Boston,Suffolk,Roxbury
250251005003,12.115548,1.6998705,#662506,Boston,Suffolk,Dorchester
250173213001,3.3258002,4.5260973,#fdb462,Marlborough,Middlesex,
250173521012,3.5676062,-3.8967044,#fdb462,Boston,Suffolk,West End
250214422023,8.272392,5.579229,#7fc97f,Franklin,Norfolk,
250092218002,-7.6577034,-0.058474246,#386cb0,Gloucester,Essex,
250251203014,10.397812,1.238464,#662506,Boston,Suffolk,Jamaica Plain
250214223011,12.672351,7.2905555,#7fc97f,Braintree,Norfolk,
250173823002,5.679327,3.65244,#fdb462,,,
250092651012,-6.561251,0.27650115,#386cb0,,,
250092121002,-5.862376,-0.73306084,#386cb0,,,
250173397002,1.5364993,-3.5957463,#fdb462,Somerville,Middlesex,
250251605011,-1.3372236,-6.09267,#662506,Chelsea,Suffolk,
250173399003,0.5206425,-3.6386888,#fdb462,Medford,Middlesex,
250250005021,8.368342,-0.3411733,#662506,Boston,Suffolk,Brighton
250250006021,8.206438,-1.0666997,#662506,Boston,Suffolk,Allston
330150037032,-5.4913263,11.138039,#a6cee3,,,
250251602003,-1.2207088,-6.1516266,#662506,Chelsea,Suffolk,
250173401004,0.6239738,-3.6055567,#fdb462,Medford,Middlesex,
250173343001,-2.805279,-0.27295116,#fdb462,,,
250092603012,-5.368995,9.191537,#386cb0,Haverhill,Essex,
250173661002,4.9290404,3.4888728,#fdb462,,,
250214203021,14.59658,7.5770826,#7fc97f,Randolph,Norfolk,
250092608001,-5.5994706,9.523068,#386cb0,Haverhill,Essex,
250251105022,9.995591,2.4109473,#662506,Boston,Suffolk,Roslindale
250235091025,12.913915,10.555837,#ef3b2c,,,
250092544024,-6.871274,9.244071,#386cb0,Lawrence,Essex,
250250007031,8.60596,-1.0064286,#662506,Boston,Suffolk,Allston
250173571002,4.968592,-0.8503013,#fdb462,Cambridge,Middlesex,
250092107002,-5.6943245,-1.4658481,#386cb0,Peabody,Essex,
250092515002,-7.46504,8.914661,#386cb0,Lawrence,Essex,
250092045001,-6.4587426,-1.7233988,#386cb0,Salem,Essex,
250173411011,-0.69837815,-3.8172586,#fdb462,Malden,Middlesex,
250092543011,-6.9548745,8.34239,#386cb0,,,
250173163004,-1.1099652,0.8368792,#fdb462,,,
250250709001,11.695125,-0.2959665,#662506,Boston,Suffolk,Roxbury
330150037033,-5.582879,11.014225,#a6cee3,,,
250250507001,-2.4170208,-6.9617953,#662506,Boston,Suffolk,East Boston
250173702013,5.6833944,-0.5892148,#fdb462,Watertown,Middlesex,
250092091001,-3.8905756,-1.9689422,#386cb0,Peabody,Essex,
250173683003,5.035656,0.68201053,#fdb462,Waltham,Middlesex,
250092518004,-7.2702494,8.913935,#386cb0,Lawrence,Essex,
250173142002,-1.960053,2.8998213,#fdb462,Lowell,Middlesex,
250250907003,13.052334,0.6735857,#662506,Boston,Suffolk,Dorchester
250092042002,-6.214652,-1.9812026,#386cb0,Salem,Essex,
250214401001,8.693127,5.4908733,#7fc97f,,,
250251008005,12.061315,3.0768137,#662506,Boston,Suffolk,Mattapan
250214231005,12.238419,8.216663,#7fc97f,,,
250214008003,8.912879,-0.45028788,#7fc97f,,,
250173125023,-1.6841252,2.1441293,#fdb462,Lowell,Middlesex,
330170842003,-4.112988,12.735511,#fb9a99,,,
250173116002,-0.81771153,2.454904,#fdb462,Lowell,Middlesex,
250250511013,-2.6170626,-6.15554,#662506,Boston,Suffolk,East Boston
330151071002,-3.1751077,11.660662,#a6cee3,,,
250235211021,13.774435,9.015531,#ef3b2c,,,
250173425002,-1.0922315,-5.174715,#fdb462,Everett,Middlesex,
250250002021,7.826338,-0.9985871,#662506,Boston,Suffolk,Brighton
250173587001,-0.26868242,0.2252698,#fdb462,,,
330150693001,-3.0706344,11.6578455,#a6cee3,,,
250235108001,15.489204,8.211631,#ef3b2c,Brockton,Plymouth,
250173011013,0.42777854,3.2239974,#fdb462,,,
250092108001,-5.920152,-1.6648912,#386cb0,Salem,Essex,
250214005001,8.838078,-0.39721438,#7fc97f,,,
250235105032,15.527813,8.291829,#ef3b2c,Brockton,Plymouth,
250173740001,7.021794,1.2398715,#fdb462,Newton,Middlesex,
250092072002,-4.4375896,-3.0563736,#386cb0,Lynn,Essex,
250173832003,5.363769,4.202232,#fdb462,Framingham,Middlesex,
250092610001,-5.4274106,9.253032,#386cb0,Haverhill,Essex,
250173381001,-1.033189,-0.6233885,#fdb462,Woburn,Middlesex,
250092059002,-4.4500966,-2.8477228,#386cb0,Lynn,Essex,
250250104053,11.153335,-0.6769003,#662506,Boston,Suffolk,Roxbury
250173852022,5.644799,4.3678675,#fdb462,Framingham,Middlesex,
250173821003,5.5152793,3.3081055,#fdb462,,,
250092032004,-6.3560724,-2.9515505,#386cb0,,,
250235001044,12.098579,7.878082,#ef3b2c,,,
250173323002,-1.1664265,0.33931756,#fdb462,,,
250173683002,5.0786166,0.4948915,#fdb462,Waltham,Middlesex,
250214223025,12.738975,7.4307218,#7fc97f,Weymouth,Norfolk,
250173823004,5.6709576,3.330537,#fdb462,,,
250173550001,3.1411958,-2.4739523,#fdb462,Cambridge,Middlesex,
250235115001,15.3872795,8.276227,#ef3b2c,Brockton,Plymouth,
250173418004,-1.4188374,-4.210864,#fdb462,Malden,Middlesex,
250235423002,14.306268,10.986128,#ef3b2c,,,
250173112001,-1.1660348,2.3526719,#fdb462,Lowell,Middlesex,
250173361001,-2.3856492,-2.035067,#fdb462,Melrose,Middlesex,
330150036014,-5.314392,10.860022,#a6cee3,,,
250173353023,-3.0806923,-1.2710935,#fdb462,,,
250173201022,5.9545493,4.406573,#fdb462,,,
250092176003,-7.289975,-0.39931574,#386cb0,Beverly,Essex,
250092109002,-6.1093597,-1.4552741,#386cb0,Peabody,Essex,
250214141003,9.350938,5.111774,#7fc97f,,,
250173394001,1.4857402,-3.237024,#fdb462,Somerville,Middlesex,
250235302003,12.95227,10.8328495,#ef3b2c,,,
250092114023,-6.241232,-1.0833157,#386cb0,,,
250173532002,4.2964635,-3.2541397,#fdb462,Cambridge,Middlesex,
250250913001,12.516068,0.9579762,#662506,Boston,Suffolk,Dorchester
250173883001,-1.3710183,2.5818024,#fdb462,Lowell,Middlesex,
250250608001,13.728749,0.027779585,#662506,Boston,Suffolk,South Boston
250214175021,12.588594,4.4941387,#7fc97f,Quincy,Norfolk,
250092060001,-4.5233536,-2.9974673,#386cb0,Lynn,Essex,
250259815011,11.712579,-1.5135653,#662506,Boston,Suffolk,Brighton
330151031003,-5.466711,10.173077,#a6cee3,,,
250235062031,12.535862,9.576546,#ef3b2c,,,
250173577001,5.027461,-0.5683485,#fdb462,Waltham,Middlesex,
250173373005,-2.382205,-0.9973399,#fdb462,,,
250092071002,-4.5148683,-3.1198516,#386cb0,Lynn,Essex,
250251606021,-1.4250857,-5.9461427,#662506,Chelsea,Suffolk,
250173704003,5.808315,-0.5297664,#fdb462,Watertown,Middlesex,
250092525013,-7.311443,9.321996,#386cb0,Lawrence,Essex,
250250104041,11.058786,-0.66747576,#662506,Boston,Suffolk,Back Bay
250173201031,5.846263,4.3537774,#fdb462,,,
250092091002,-4.0253572,-2.0859468,#386cb0,Lynn,Essex,
250173702012,5.4824743,-0.8629374,#fdb462,Watertown,Middlesex,
250092181003,-7.469835,-0.20090625,#386cb0,,,
250251104012,10.129307,2.352805,#662506,Boston,Suffolk,Roslindale
250092171002,-7.0324335,-0.4818266,#386cb0,Beverly,Essex,
250092104001,-5.8219395,-1.3783907,#386cb0,Peabody,Essex,
250173419026,-1.6381091,-4.3482614,#fdb462,Malden,Middlesex,
250235442002,13.345944,10.781158,#ef3b2c,,,
250173322001,-1.2775142,0.184649,#fdb462,Woburn,Middlesex,
250092516003,-7.4655657,8.888368,#386cb0,Lawrence,Essex,
250173883004,-1.4662224,2.7852795,#fdb462,Lowell,Middlesex,
250092101002,-5.775725,-1.0494064,#386cb0,Peabody,Essex,
250173412005,-0.07932053,-3.7598042,#fdb462,Medford,Middlesex,
250250603013,13.672524,0.058792327,#662506,Boston,Suffolk,South Boston
250214431022,8.075248,5.68292,#7fc97f,Franklin,Norfolk,
250250510001,-2.4223566,-6.577706,#662506,Boston,Suffolk,East Boston
250173688005,5.142996,0.44776326,#fdb462,Waltham,Middlesex,
250251102011,10.503978,2.346507,#662506,Boston,Suffolk,Hyde Park
250250820001,11.850934,0.9146351,#662506,Boston,Suffolk,Dorchester
250250101043,10.1313715,-0.84462005,#662506,Boston,Suffolk,Back Bay
250235112003,15.371775,8.242541,#ef3b2c,Brockton,Plymouth,
250251007002,12.424601,3.0446959,#662506,Boston,Suffolk,Dorchester
250173689014,4.897177,0.077299185,#fdb462,Waltham,Middlesex,
250173417002,-1.4656526,-4.072041,#fdb462,Malden,Middlesex,
250251204003,10.310383,1.3541946,#662506,Boston,Suffolk,Jamaica Plain
250173567011,0.9330355,-1.1194221,#fdb462,Cambridge,Middlesex,
250173116005,-0.86169195,2.4218578,#fdb462,Lowell,Middlesex,
250250007041,8.345624,-1.0749267,#662506,Boston,Suffolk,Allston
250250705003,11.759116,-0.51089144,#662506,Boston,Suffolk,South End
250173563002,0.8103965,-1.0373982,#fdb462,,,
250173661001,5.0740604,3.52708,#fdb462,,,
250214113023,8.992357,4.7399154,#7fc97f,,,
250092111003,-6.120453,-1.3200727,#386cb0,Salem,Essex,
250214563011,14.780402,6.909604,#7fc97f,,,
330150675022,-4.0402813,11.400088,#a6cee3,,,
250173550003,2.9141114,-2.643127,#fdb462,Cambridge,Middlesex,
250235116003,15.177392,8.665334,#ef3b2c,Brockton,Plymouth,
250250101042,10.290225,-0.8721703,#662506,Boston,Suffolk,Back Bay
250173512032,3.645513,-3.234082,#fdb462,Somerville,Middlesex,
250214412041,8.573104,5.5015635,#7fc97f,Franklin,Norfolk,
250173513001,3.0372229,-3.4517221,#fdb462,Somerville,Middlesex,
250173413001,-0.87663037,-3.8317654,#fdb462,Malden,Middlesex,
250173732002,6.2591333,0.5206523,#fdb462,Newton,Middlesex,
250173688001,5.303177,0.5948234,#fdb462,Waltham,Middlesex,
250214009003,8.943732,-0.19330192,#7fc97f,,,
250214071003,7.890813,5.039661,#7fc97f,,,
250092532032,-6.980342,8.533355,#386cb0,,,
250092525012,-6.976059,9.337054,#386cb0,Lawrence,Essex,
250173271023,0.3586284,3.3144827,#fdb462,,,
250092606001,-5.27639,9.6679535,#386cb0,Haverhill,Essex,
250173425001,-1.0457163,-5.065706,#fdb462,Everett,Middlesex,
250251302004,9.415351,2.3495545,#662506,Boston,Suffolk,West Roxbury
250250007015,8.272407,-0.9489914,#662506,Boston,Suffolk,Brighton
250092031002,-6.2920685,-2.9737332,#386cb0,,,
250173691005,5.2030654,0.270304,#fdb462,Waltham,Middlesex,
250173412006,0.12947577,-3.7270792,#fdb462,Medford,Middlesex,
250214225021,12.479825,7.177027,#7fc97f,Weymouth,Norfolk,
250173731004,6.343455,0.5059559,#fdb462,Newton,Middlesex,
250235221021,13.3988905,9.140172,#ef3b2c,,,
250173311024,-2.2614307,0.50900495,#fdb462,,,
250250008021,8.611993,-1.1186785,#662506,Boston,Suffolk,Allston
250173513003,3.108225,-3.565119,#fdb462,Somerville,Middlesex,
250214231003,12.207546,8.20002,#7fc97f,,,
250250302001,12.199087,-2.2447896,#662506,Boston,Suffolk,Downtown
250214006001,8.510239,-0.44950634,#7fc97f,Boston,Suffolk,Brighton
250214563024,14.537248,6.680374,#7fc97f,,,
250173685002,5.3044553,0.6050726,#fdb462,Waltham,Middlesex,
250092231001,-7.0187945,0.012753159,#386cb0,,,
330150036012,-5.6012063,11.085359,#a6cee3,,,
250173704004,5.8752775,-0.4877923,#fdb462,Boston,Suffolk,Fenway
250173385003,-0.98156124,-0.67762625,#fdb462,,,
250173535002,4.1130495,-2.8814778,#fdb462,Cambridge,Middlesex,
250173364012,-2.1259835,-2.3522072,#fdb462,Malden,Middlesex,
250173528002,3.8276713,-3.204841,#fdb462,Cambridge,Middlesex,
250092601001,-5.4559345,9.282181,#386cb0,Haverhill,Essex,
250173583001,0.13719128,-0.12991436,#fdb462,Waltham,Middlesex,
250214412032,8.560126,5.515936,#7fc97f,,,
250250909011,13.041089,1.0847415,#662506,Boston,Suffolk,Dorchester
250173831022,5.328722,4.01654,#fdb462,Framingham,Middlesex,
250250502002,-2.353862,-6.897802,#662506,Boston,Suffolk,East Boston
250173261012,0.35687485,3.2383475,#fdb462,,,
250092216002,-7.7568483,0.021855235,#386cb0,Gloucester,Essex,
250092021021,-5.3887405,-2.803873,#386cb0,,,
250214227003,12.196395,7.3639464,#7fc97f,Weymouth,Norfolk,
250092175005,-7.05755,-1.0668803,#386cb0,Beverly,Essex,
250173546003,4.3894186,-1.7825016,#fdb462,Cambridge,Middlesex,
250173613002,1.5426372,2.9879494,#fdb462,,,
250235112002,15.284629,8.293725,#ef3b2c,Brockton,Plymouth,
250092531002,-6.9345684,8.478199,#386cb0,Lawrence,Essex,
250235105025,15.624867,7.952839,#ef3b2c,Brockton,Plymouth,
250173561002,0.9688151,-1.1241692,#fdb462,Cambridge,Middlesex,
250173011022,0.43765527,3.2383363,#fdb462,,,
250173701023,5.7607484,-0.32345474,#fdb462,Watertown,Middlesex,
250235211011,13.811762,9.097905,#ef3b2c,Brockton,Plymouth,
250251606012,-1.4606233,-5.87664,#662506,Chelsea,Suffolk,
330170843006,-4.074951,12.766643,#fb9a99,,,
250173510004,2.9521852,-3.0594995,#fdb462,Cambridge,Middlesex,
250235104003,15.208169,7.9918575,#ef3b2c,Brockton,Plymouth,
250250105002,11.13588,-0.66550374,#662506,Boston,Suffolk,Back Bay
330150040001,-5.056221,11.148228,#a6cee3,,,
250214091012,8.623558,5.478647,#7fc97f,,,
250173371012,-2.5778315,-1.0662866,#fdb462,,,
250173737002,6.505562,0.8664076,#fdb462,Newton,Middlesex,
250235232011,13.982498,9.367457,#ef3b2c,,,
250173332003,-1.4897792,-0.5838941,#fdb462,Woburn,Middlesex,
250250203012,11.891976,-1.762207,#662506,Boston,Suffolk,West End
250250907001,13.1714115,0.8893149,#662506,Boston,Suffolk,Dorchester
250214171003,12.497372,4.5779667,#7fc97f,Quincy,Norfolk,
250214061022,8.227988,4.8383183,#7fc97f,,,
250251801013,-2.6902535,-6.1669755,#662506,Boston,Suffolk,East Boston
250214043015,5.7876616,3.0757911,#7fc97f,,,
250251202012,10.40615,1.5122023,#662506,Boston,Suffolk,Jamaica Plain
250214163001,12.078804,3.457061,#7fc97f,,,
250173539001,4.2567515,-2.4740272,#fdb462,Cambridge,Middlesex,
250250705001,11.762313,-0.56228083,#662506,Boston,Suffolk,South End
250214151023,14.575474,6.681738,#7fc97f,,,
250251204005,10.251955,1.1971002,#662506,Boston,Suffolk,Jamaica Plain
250092510001,-7.5759416,9.464527,#386cb0,Lawrence,Essex,
250214431021,8.005424,5.685992,#7fc97f,Franklin,Norfolk,
250173883003,-1.511986,2.8003025,#fdb462,Lowell,Middlesex,
250214421013,8.280992,5.6879272,#7fc97f,Franklin,Norfolk,
250173161023,-1.1020097,0.9973228,#fdb462,,,
250214194002,12.436968,6.609803,#7fc97f,Braintree,Norfolk,
250173537005,4.2045426,-2.4387105,#fdb462,Cambridge,Middlesex,
330170870001,-4.216352,12.885038,#fb9a99,,,
250214228004,12.196284,7.1077356,#7fc97f,Weymouth,Norfolk,
250092605002,-5.345984,9.450243,#386cb0,Haverhill,Essex,
250251703004,-2.014152,-4.9702673,#662506,Revere,Suffolk,
250092172011,-6.789085,-0.90610766,#386cb0,Beverly,Essex,
250173423003,-1.1382046,-5.0162573,#fdb462,Everett,Middlesex,
250092172012,-6.978054,-0.7850911,#386cb0,Beverly,Essex,
250092514001,-7.609802,9.493368,#386cb0,Lawrence,Essex,
250214007003,8.899866,-0.19621621,#7fc97f,,,
250173422012,-1.1037925,-5.057846,#fdb462,Everett,Middlesex,
250214171004,12.423869,4.555168,#7fc97f,Quincy,Norfolk,
250092069001,-4.9530344,-3.107054,#386cb0,Lynn,Essex,
330150675011,-4.0440607,11.259756,#a6cee3,,,
250250605015,13.6876135,0.07603755,#662506,Boston,Suffolk,South Boston
